frame_id,x1,y1,x2,y2,bbox_id,confidence,lm_x1,lm_y1,lm_x2,lm_y2,lm_x3,lm_y3,lm_x4,lm_y4,lm_x5,lm_y5,yaw,pitch,roll
7,1105.9812,319.34048,1307.11002,570.89611,2.0,0.99613,1151.3678,424.13263,1207.20642,435.73737,1145.27917,456.20911,1138.67432,492.0929,1185.20508,501.68094,35.52911,22.18288,23.39168
7,485.2371,152.35197,681.00189,445.20059,1.0,0.99906,618.66937,271.87976,632.98981,278.9342,661.34131,324.61594,603.01709,359.90216,617.84186,367.25153,-72.78223,-9.39211,27.04597
7,1105.9812,319.34048,1307.11002,570.89611,2.0,0.99613,1151.3678,424.13263,1207.20642,435.73737,1145.27917,456.20911,1138.67432,492.0929,1185.20508,501.68094,35.52911,22.18288,23.39168
7,485.2371,152.35197,681.00189,445.20059,1.0,0.99906,618.66937,271.87976,632.98981,278.9342,661.34131,324.61594,603.01709,359.90216,617.84186,367.25153,-72.78223,-9.39211,27.04597
8,1105.52113,319.00414,1306.92061,571.19871,2.0,0.99646,1150.48242,425.37924,1206.52563,435.90872,1144.24194,456.66299,1137.5603,493.05637,1184.67834,501.80502,36.44055,21.77872,23.93588
8,482.43024,151.10466,678.02368,445.12997,1.0,0.99897,614.75977,272.0242,629.91052,278.25787,658.64252,324.98666,598.336,359.8902,613.42249,367.06723,-73.01564,-9.55099,27.80559
8,1105.52113,319.00414,1306.92061,571.19871,2.0,0.99646,1150.48242,425.37924,1206.52563,435.90872,1144.24194,456.66299,1137.5603,493.05637,1184.67834,501.80502,36.44055,21.77872,23.93588
8,482.43024,151.10466,678.02368,445.12997,1.0,0.99897,614.75977,272.0242,629.91052,278.25787,658.64252,324.98666,598.336,359.8902,613.42249,367.06723,-73.01564,-9.55099,27.80559
9,1105.16537,318.11883,1306.77263,571.09261,2.0,0.99656,1149.37073,426.30322,1205.26892,436.26413,1143.2229,457.42313,1135.81311,494.02621,1183.04602,502.29645,36.53371,20.28644,23.61386
9,480.75466,150.42334,675.72549,445.16501,1.0,0.99896,613.61633,272.82794,628.33496,279.08362,656.60077,326.13541,597.06305,360.64471,611.29944,367.62112,-73.00391,-11.68655,28.28345
9,1105.16537,318.11883,1306.77263,571.09261,2.0,0.99656,1149.37073,426.30322,1205.26892,436.26413,1143.2229,457.42313,1135.81311,494.02621,1183.04602,502.29645,36.53371,20.28644,23.61386
9,480.75466,150.42334,675.72549,445.16501,1.0,0.99896,613.61633,272.82794,628.33496,279.08362,656.60077,326.13541,597.06305,360.64471,611.29944,367.62112,-73.00391,-11.68655,28.28345
10,1104.5834,318.24105,1306.25067,571.52453,2.0,0.99687,1148.09583,427.33215,1204.28784,437.198,1141.88208,458.59692,1134.2876,494.90799,1182.39392,503.02249,36.94043,19.62083,23.55405
10,480.19561,151.48363,674.54776,446.03611,1.0,0.99897,615.57562,274.44022,630.1806,282.61218,656.33148,329.27432,597.95233,361.76965,611.88,369.8992,-72.88684,-15.78321,29.76508
10,1104.5834,318.24105,1306.25067,571.52453,2.0,0.99687,1148.09583,427.33215,1204.28784,437.198,1141.88208,458.59692,1134.2876,494.90799,1182.39392,503.02249,36.94043,19.62083,23.55405
10,480.19561,151.48363,674.54776,446.03611,1.0,0.99897,615.57562,274.44022,630.1806,282.61218,656.33148,329.27432,597.95233,361.76965,611.88,369.8992,-72.88684,-15.78321,29.76508
11,1103.03671,318.19129,1304.56759,571.6166,2.0,0.99655,1146.98889,426.80527,1203.58398,437.95636,1140.77478,458.92392,1132.27466,493.91107,1180.29553,503.04285,36.5652,20.69058,23.25922
11,479.88473,153.58362,674.32607,447.59844,1.0,0.99915,616.27271,278.0289,633.80414,286.55096,655.99915,333.72528,599.98114,364.40155,615.29279,372.4324,-71.61601,-19.1687,31.20897
11,1103.03671,318.19129,1304.56759,571.6166,2.0,0.99655,1146.98889,426.80527,1203.58398,437.95636,1140.77478,458.92392,1132.27466,493.91107,1180.29553,503.04285,36.5652,20.69058,23.25922
11,479.88473,153.58362,674.32607,447.59844,1.0,0.99915,616.27271,278.0289,633.80414,286.55096,655.99915,333.72528,599.98114,364.40155,615.29279,372.4324,-71.61601,-19.1687,31.20897
12,1101.85875,317.76922,1303.21387,571.51373,2.0,0.99669,1146.28076,426.61896,1203.08301,438.03931,1139.98792,459.1452,1131.03247,493.71365,1179.51062,503.05362,36.64444,20.81764,23.46004
12,481.17799,156.50455,675.80498,449.4775,1.0,0.9992,619.41547,282.45523,637.92749,288.91733,658.45355,338.6532,600.17444,367.2868,616.24951,373.97473,-70.01381,-23.37941,33.83479
12,1101.85875,317.76922,1303.21387,571.51373,2.0,0.99669,1146.28076,426.61896,1203.08301,438.03931,1139.98792,459.1452,1131.03247,493.71365,1179.51062,503.05362,36.64444,20.81764,23.46004
12,481.17799,156.50455,675.80498,449.4775,1.0,0.9992,619.41547,282.45523,637.92749,288.91733,658.45355,338.6532,600.17444,367.2868,616.24951,373.97473,-70.01381,-23.37941,33.83479
13,1101.29213,317.35207,1302.54295,570.68515,2.0,0.99645,1146.06042,425.48651,1202.33545,437.55304,1139.42725,457.95609,1130.52283,492.22784,1177.26367,501.99234,37.12997,21.65877,23.84471
13,483.60422,159.29821,678.25612,452.00639,1.0,0.99926,620.96045,284.97476,640.1344,290.42661,660.71246,341.4838,601.26483,370.06116,618.27069,376.20023,-68.80989,-25.03799,33.616
13,1101.29213,317.35207,1302.54295,570.68515,2.0,0.99645,1146.06042,425.48651,1202.33545,437.55304,1139.42725,457.95609,1130.52283,492.22784,1177.26367,501.99234,37.12997,21.65877,23.84471
13,483.60422,159.29821,678.25612,452.00639,1.0,0.99926,620.96045,284.97476,640.1344,290.42661,660.71246,341.4838,601.26483,370.06116,618.27069,376.20023,-68.80989,-25.03799,33.616
14,1101.14576,315.22425,1302.89149,569.01637,2.0,0.99637,1143.52856,421.04819,1202.49866,437.16898,1143.29028,457.26715,1129.6842,493.81305,1177.96716,505.84869,37.04724,21.23133,23.14396
14,486.06029,160.55283,680.50606,453.09608,1.0,0.99924,620.94122,287.22482,640.45337,291.58301,661.28223,341.82993,602.58282,371.51517,619.93787,376.71979,-67.78253,-26.04607,34.16324
14,1101.14576,315.22425,1302.89149,569.01637,2.0,0.99637,1143.52856,421.04819,1202.49866,437.16898,1143.29028,457.26715,1129.6842,493.81305,1177.96716,505.84869,37.04724,21.23133,23.14396
14,486.06029,160.55283,680.50606,453.09608,1.0,0.99924,620.94122,287.22482,640.45337,291.58301,661.28223,341.82993,602.58282,371.51517,619.93787,376.71979,-67.78253,-26.04607,34.16324
15,1100.75458,314.02927,1303.11174,568.30018,2.0,0.99665,1142.37939,420.83105,1201.53931,436.37756,1141.75366,455.90274,1128.59875,493.91177,1177.36731,505.43341,37.22813,22.78503,23.91454
15,487.34181,161.00989,682.06806,453.37067,1.0,0.99928,621.44843,287.81772,642.71069,291.54712,662.37964,342.54327,603.70905,372.39212,621.88318,377.13177,-67.68486,-26.56253,34.32948
15,1100.75458,314.02927,1303.11174,568.30018,2.0,0.99665,1142.37939,420.83105,1201.53931,436.37756,1141.75366,455.90274,1128.59875,493.91177,1177.36731,505.43341,37.22813,22.78503,23.91454
15,487.34181,161.00989,682.06806,453.37067,1.0,0.99928,621.44843,287.81772,642.71069,291.54712,662.37964,342.54327,603.70905,372.39212,621.88318,377.13177,-67.68486,-26.56253,34.32948
16,1099.95795,313.63129,1302.5278,568.20924,2.0,0.99648,1141.74536,420.42667,1200.58911,435.97241,1141.00134,455.33463,1127.44055,493.53372,1176.06335,505.19641,37.01038,21.24542,23.45543
16,488.94731,160.74369,683.63016,453.35157,1.0,0.9993,622.67712,287.70688,644.32013,291.86899,663.18817,342.70093,605.005,372.95856,623.50848,377.9809,-67.32986,-26.00893,33.37448
16,1099.95795,313.63129,1302.5278,568.20924,2.0,0.99648,1141.74536,420.42667,1200.58911,435.97241,1141.00134,455.33463,1127.44055,493.53372,1176.06335,505.19641,37.01038,21.24542,23.45543
16,488.94731,160.74369,683.63016,453.35157,1.0,0.9993,622.67712,287.70688,644.32013,291.86899,663.18817,342.70093,605.005,372.95856,623.50848,377.9809,-67.32986,-26.00893,33.37448
17,1099.05288,312.72058,1301.4548,567.91973,2.0,0.99664,1140.97278,419.64474,1199.14575,435.80493,1140.25232,455.55423,1126.46399,492.60803,1174.96948,504.85538,37.17496,21.57474,22.93774
17,491.29898,160.82842,685.89563,453.66077,1.0,0.99931,623.73358,287.34647,646.77197,291.8371,664.85547,342.80612,605.86523,373.20172,625.73694,378.6225,-66.4118,-26.28983,33.47487
17,1099.05288,312.72058,1301.4548,567.91973,2.0,0.99664,1140.97278,419.64474,1199.14575,435.80493,1140.25232,455.55423,1126.46399,492.60803,1174.96948,504.85538,37.17496,21.57474,22.93774
17,491.29898,160.82842,685.89563,453.66077,1.0,0.99931,623.73358,287.34647,646.77197,291.8371,664.85547,342.80612,605.86523,373.20172,625.73694,378.6225,-66.4118,-26.28983,33.47487
18,1098.24078,313.42027,1300.51762,568.96794,2.0,0.99677,1139.6123,420.04953,1197.54004,436.18973,1138.1499,455.87817,1125.47986,493.74191,1174.70874,506.09024,37.10089,21.74611,23.14263
18,494.1324,162.42957,688.51165,455.23734,1.0,0.99922,626.33856,288.36078,649.0329,292.9054,667.94952,343.64072,607.74414,374.32108,627.57941,379.9205,-65.77393,-25.40908,33.25923
18,1098.24078,313.42027,1300.51762,568.96794,2.0,0.99677,1139.6123,420.04953,1197.54004,436.18973,1138.1499,455.87817,1125.47986,493.74191,1174.70874,506.09024,37.10089,21.74611,23.14263
18,494.1324,162.42957,688.51165,455.23734,1.0,0.99922,626.33856,288.36078,649.0329,292.9054,667.94952,343.64072,607.74414,374.32108,627.57941,379.9205,-65.77393,-25.40908,33.25923
19,1097.38445,314.80889,1300.04495,570.6893,2.0,0.99678,1138.21912,421.90857,1195.56299,436.93155,1137.24634,457.03024,1124.94702,495.0546,1174.10352,506.49014,37.45598,21.24918,23.08144
19,495.88432,164.00591,690.41409,456.64894,1.0,0.99914,628.67145,289.69678,651.03015,293.0881,671.00928,345.07355,609.8598,375.271,629.17468,379.97845,-65.96066,-25.94114,33.39328
19,1097.38445,314.80889,1300.04495,570.6893,2.0,0.99678,1138.21912,421.90857,1195.56299,436.93155,1137.24634,457.03024,1124.94702,495.0546,1174.10352,506.49014,37.45598,21.24918,23.08144
19,495.88432,164.00591,690.41409,456.64894,1.0,0.99914,628.67145,289.69678,651.03015,293.0881,671.00928,345.07355,609.8598,375.271,629.17468,379.97845,-65.96066,-25.94114,33.39328
20,1095.87212,315.71581,1299.04915,572.74024,2.0,0.99717,1135.38098,423.77792,1193.54468,436.98257,1135.11121,458.99109,1123.92346,497.62228,1173.72058,507.75626,37.54729,21.30844,23.19844
20,497.99927,163.89712,692.5744,456.92672,1.0,0.99904,629.90021,291.27554,654.02185,294.69165,671.65979,345.3894,610.71179,375.13989,630.94653,379.64096,-65.57442,-26.21912,33.31808
20,1095.87212,315.71581,1299.04915,572.74024,2.0,0.99717,1135.38098,423.77792,1193.54468,436.98257,1135.11121,458.99109,1123.92346,497.62228,1173.72058,507.75626,37.54729,21.30844,23.19844
20,497.99927,163.89712,692.5744,456.92672,1.0,0.99904,629.90021,291.27554,654.02185,294.69165,671.65979,345.3894,610.71179,375.13989,630.94653,379.64096,-65.57442,-26.21912,33.31808
21,1093.46968,318.3003,1296.94452,575.97251,2.0,0.99704,1133.51245,426.08401,1191.44177,438.00705,1133.81567,460.66235,1123.57959,498.52924,1174.05212,507.59491,37.8429,21.01572,22.85484
21,499.17913,163.86997,693.4645,454.84052,1.0,0.99897,636.47235,289.31177,652.99164,293.40598,674.5069,344.32043,614.05963,369.9639,628.74341,376.21948,-65.06161,-26.6299,33.41986
21,1093.46968,318.3003,1296.94452,575.97251,2.0,0.99704,1133.51245,426.08401,1191.44177,438.00705,1133.81567,460.66235,1123.57959,498.52924,1174.05212,507.59491,37.8429,21.01572,22.85484
21,499.17913,163.86997,693.4645,454.84052,1.0,0.99897,636.47235,289.31177,652.99164,293.40598,674.5069,344.32043,614.05963,369.9639,628.74341,376.21948,-65.06161,-26.6299,33.41986
22,1091.46155,319.36235,1294.97884,577.09507,2.0,0.99685,1131.31958,426.00287,1189.01367,437.74854,1131.26624,460.92813,1121.99194,497.92029,1172.38599,506.78735,37.79506,20.96205,22.76109
22,500.36204,164.41035,694.85784,453.36791,1.0,0.99909,637.7832,290.17255,654.9212,293.95004,676.03687,345.20432,615.69867,370.05981,630.67432,376.00562,-64.51927,-27.27986,33.52399
22,1091.46155,319.36235,1294.97884,577.09507,2.0,0.99685,1131.31958,426.00287,1189.01367,437.74854,1131.26624,460.92813,1121.99194,497.92029,1172.38599,506.78735,37.79506,20.96205,22.76109
22,500.36204,164.41035,694.85784,453.36791,1.0,0.99909,637.7832,290.17255,654.9212,293.95004,676.03687,345.20432,615.69867,370.05981,630.67432,376.00562,-64.51927,-27.27986,33.52399
23,1090.62915,318.40998,1294.7729,576.88418,2.0,0.99721,1130.12463,425.58276,1188.5614,437.65726,1130.46326,460.67218,1121.7207,497.10095,1172.40076,506.13715,37.83243,20.61153,22.47814
23,501.46665,165.47965,696.01638,453.14779,1.0,0.99918,638.854,291.30072,656.59991,295.07211,677.9115,346.76849,618.66107,372.7298,633.41901,378.4498,-63.74964,-27.51295,33.54459
23,1090.62915,318.40998,1294.7729,576.88418,2.0,0.99721,1130.12463,425.58276,1188.5614,437.65726,1130.46326,460.67218,1121.7207,497.10095,1172.40076,506.13715,37.83243,20.61153,22.47814
23,501.46665,165.47965,696.01638,453.14779,1.0,0.99918,638.854,291.30072,656.59991,295.07211,677.9115,346.76849,618.66107,372.7298,633.41901,378.4498,-63.74964,-27.51295,33.54459
24,1090.17754,317.61425,1294.68166,576.67977,2.0,0.99727,1130.6936,424.20712,1188.01099,436.83252,1128.92505,458.69858,1120.8175,496.4158,1170.271,505.91324,37.65405,20.64104,22.35299
24,501.77352,166.76275,697.29616,454.04609,1.0,0.99922,639.59882,292.77762,657.68689,294.91388,679.1192,349.0051,620.68317,375.88495,634.31079,380.39578,-62.47312,-26.70531,32.37381
24,1090.17754,317.61425,1294.68166,576.67977,2.0,0.99727,1130.6936,424.20712,1188.01099,436.83252,1128.92505,458.69858,1120.8175,496.4158,1170.271,505.91324,37.65405,20.64104,22.35299
24,501.77352,166.76275,697.29616,454.04609,1.0,0.99922,639.59882,292.77762,657.68689,294.91388,679.1192,349.0051,620.68317,375.88495,634.31079,380.39578,-62.47312,-26.70531,32.37381
25,1090.11568,316.56422,1295.13901,576.17566,2.0,0.99717,1130.99963,423.30759,1188.68567,436.39072,1129.33252,457.63614,1120.79199,494.99643,1170.89014,504.90344,37.52798,20.00768,22.09495
25,502.01883,169.98872,698.70728,456.11822,1.0,0.99914,639.32312,295.65729,660.40417,298.67239,678.98895,354.93344,619.72754,379.31448,634.82062,384.59323,-59.91038,-27.70845,32.06834
25,1090.11568,316.56422,1295.13901,576.17566,2.0,0.99717,1130.99963,423.30759,1188.68567,436.39072,1129.33252,457.63614,1120.79199,494.99643,1170.89014,504.90344,37.52798,20.00768,22.09495
25,502.01883,169.98872,698.70728,456.11822,1.0,0.99914,639.32312,295.65729,660.40417,298.67239,678.98895,354.93344,619.72754,379.31448,634.82062,384.59323,-59.91038,-27.70845,32.06834
26,1090.256,314.87389,1295.70445,575.02776,2.0,0.9974,1131.38428,422.15265,1189.34668,435.16962,1130.02844,457.45355,1121.09167,493.86731,1170.96606,503.7084,37.62051,21.52328,23.10162
26,503.12359,171.39903,700.84145,458.53016,1.0,0.99932,639.54663,299.20981,659.91272,301.78723,679.33014,358.20624,618.53717,382.67447,633.42358,387.96552,-56.56899,-29.88693,32.57077
26,1090.256,314.87389,1295.70445,575.02776,2.0,0.9974,1131.38428,422.15265,1189.34668,435.16962,1130.02844,457.45355,1121.09167,493.86731,1170.96606,503.7084,37.62051,21.52328,23.10162
26,503.12359,171.39903,700.84145,458.53016,1.0,0.99932,639.54663,299.20981,659.91272,301.78723,679.33014,358.20624,618.53717,382.67447,633.42358,387.96552,-56.56899,-29.88693,32.57077
27,1090.22361,313.61963,1295.90791,574.49122,2.0,0.99729,1131.72559,420.99615,1189.99756,434.76196,1130.28345,457.19617,1120.82312,493.61768,1170.43274,504.08563,37.29451,21.48393,22.72714
27,504.21174,172.22342,702.70336,460.70911,1.0,0.9994,639.3056,302.2811,661.09967,303.90933,679.3421,360.52493,619.09265,386.09229,634.66095,390.63086,-53.63274,-30.89458,31.29997
27,1090.22361,313.61963,1295.90791,574.49122,2.0,0.99729,1131.72559,420.99615,1189.99756,434.76196,1130.28345,457.19617,1120.82312,493.61768,1170.43274,504.08563,37.29451,21.48393,22.72714
27,504.21174,172.22342,702.70336,460.70911,1.0,0.9994,639.3056,302.2811,661.09967,303.90933,679.3421,360.52493,619.09265,386.09229,634.66095,390.63086,-53.63274,-30.89458,31.29997
28,1090.30134,313.38506,1296.01116,574.2406,2.0,0.9972,1132.17993,421.13275,1190.35229,434.94339,1130.81091,457.40396,1121.17236,493.12869,1170.85217,503.61893,37.69121,21.43404,23.49196
28,504.97175,172.42201,703.88331,461.03849,1.0,0.99936,639.91467,302.00919,663.15741,303.22507,681.24725,359.94287,620.40558,385.46484,637.13452,389.71268,-54.59164,-29.94568,31.3858
28,1090.30134,313.38506,1296.01116,574.2406,2.0,0.9972,1132.17993,421.13275,1190.35229,434.94339,1130.81091,457.40396,1121.17236,493.12869,1170.85217,503.61893,37.69121,21.43404,23.49196
28,504.97175,172.42201,703.88331,461.03849,1.0,0.99936,639.91467,302.00919,663.15741,303.22507,681.24725,359.94287,620.40558,385.46484,637.13452,389.71268,-54.59164,-29.94568,31.3858
29,1090.28811,313.25277,1295.82875,573.92439,2.0,0.99696,1131.99341,421.43872,1189.33093,435.44897,1129.52881,458.24127,1121.06592,492.34927,1170.68921,502.8577,37.99689,21.00822,23.31476
29,505.45857,171.6239,704.7396,459.36256,1.0,0.99934,641.16101,298.85208,664.3924,300.00275,683.84015,357.0127,622.09479,381.92801,638.80963,386.10373,-57.35711,-27.58557,30.70432
29,1090.28811,313.25277,1295.82875,573.92439,2.0,0.99696,1131.99341,421.43872,1189.33093,435.44897,1129.52881,458.24127,1121.06592,492.34927,1170.68921,502.8577,37.99689,21.00822,23.31476
29,505.45857,171.6239,704.7396,459.36256,1.0,0.99934,641.16101,298.85208,664.3924,300.00275,683.84015,357.0127,622.09479,381.92801,638.80963,386.10373,-57.35711,-27.58557,30.70432
30,1090.34198,314.15187,1295.5596,574.69976,2.0,0.99705,1131.64478,422.57938,1188.43164,436.27112,1129.35718,459.04144,1121.375,493.91769,1170.0592,504.22275,38.25836,20.65814,22.77568
30,505.67983,170.77016,705.46518,457.7308,1.0,0.99938,642.42499,293.67947,663.22998,294.87189,685.18585,350.17206,622.14008,377.20844,638.16602,381.37943,-61.99606,-26.09141,31.14609
30,1090.34198,314.15187,1295.5596,574.69976,2.0,0.99705,1131.64478,422.57938,1188.43164,436.27112,1129.35718,459.04144,1121.375,493.91769,1170.0592,504.22275,38.25836,20.65814,22.77568
30,505.67983,170.77016,705.46518,457.7308,1.0,0.99938,642.42499,293.67947,663.22998,294.87189,685.18585,350.17206,622.14008,377.20844,638.16602,381.37943,-61.99606,-26.09141,31.14609
31,1090.28451,314.68898,1295.49001,575.35547,2.0,0.99725,1130.88586,423.54474,1188.03015,436.80402,1128.9397,459.82281,1120.94739,495.64902,1169.96826,505.56442,38.22795,20.64523,22.62021
31,504.95501,168.21156,705.30867,455.144,1.0,0.9994,643.32886,288.87479,662.98065,290.73801,686.51727,343.4144,621.11615,373.00204,636.38013,377.72394,-63.54343,-24.74136,30.7699
31,1090.28451,314.68898,1295.49001,575.35547,2.0,0.99725,1130.88586,423.54474,1188.03015,436.80402,1128.9397,459.82281,1120.94739,495.64902,1169.96826,505.56442,38.22795,20.64523,22.62021
31,504.95501,168.21156,705.30867,455.144,1.0,0.9994,643.32886,288.87479,662.98065,290.73801,686.51727,343.4144,621.11615,373.00204,636.38013,377.72394,-63.54343,-24.74136,30.7699
32,1089.91828,315.2798,1295.01027,576.27258,2.0,0.99737,1130.56567,423.66702,1188.04407,437.45468,1128.71765,460.21481,1120.50305,496.36755,1170.48755,506.73422,38.41891,19.59099,22.5203
32,505.2339,165.05564,705.47064,452.18273,1.0,0.99933,642.85303,285.22577,664.31305,288.57898,685.72583,339.56116,622.41284,368.86157,639.50867,374.30084,-64.065,-24.43248,30.90193
32,1089.91828,315.2798,1295.01027,576.27258,2.0,0.99737,1130.56567,423.66702,1188.04407,437.45468,1128.71765,460.21481,1120.50305,496.36755,1170.48755,506.73422,38.41891,19.59099,22.5203
32,505.2339,165.05564,705.47064,452.18273,1.0,0.99933,642.85303,285.22577,664.31305,288.57898,685.72583,339.56116,622.41284,368.86157,639.50867,374.30084,-64.065,-24.43248,30.90193
33,1089.91978,315.61812,1294.75988,576.59231,2.0,0.99713,1130.92395,423.58154,1188.35864,437.59723,1129.09607,460.67551,1120.58264,496.12735,1170.66699,506.71826,38.45197,19.50359,22.42117
33,504.65719,162.40897,704.99247,449.43233,1.0,0.99921,640.96173,283.83142,665.32013,287.61893,684.49683,337.79663,622.43903,366.55676,642.15771,371.93234,-64.44441,-22.59566,29.5654
33,1089.91978,315.61812,1294.75988,576.59231,2.0,0.99713,1130.92395,423.58154,1188.35864,437.59723,1129.09607,460.67551,1120.58264,496.12735,1170.66699,506.71826,38.45197,19.50359,22.42117
33,504.65719,162.40897,704.99247,449.43233,1.0,0.99921,640.96173,283.83142,665.32013,287.61893,684.49683,337.79663,622.43903,366.55676,642.15771,371.93234,-64.44441,-22.59566,29.5654
34,1090.25723,315.89752,1295.05851,577.16018,2.0,0.99725,1131.02014,424.39233,1188.59082,437.5206,1129.65942,460.65714,1121.4082,496.91852,1170.91748,506.76288,38.65138,19.83048,22.28194
